id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
5111,1,10234,60100,0,0,0,99.54,3,A,Urban,3300,1
53034,0.012,29938,105140,0,0,0,99.5,9,A,Rural,5400,1
38793,0.191,16436,117100,0,0,0,98.51,12,A,Urban,11700,1
24746,0.007,15710,167310,0,0,0,99.27,8,C,Urban,9600,1
37064,0,18995,357120,0,0,0,98.58,12,D,Urban,20100,1
36362,1,16430,88550,1,1,1,99.82,5,C,Rural,3300,1
6336,0.019,24102,150040,0,0,0,99.88,6,A,Urban,9600,1
73901,0.604,15340,187530,0,0,0,99,5,C,Rural,15900,1
14774,0.013,12053,127320,0,0,0,99.72,5,A,Rural,3300,1
8989,0.471,17167,130380,0,0,1,99.71,9,C,Urban,5400,1
15182,0.336,15337,338110,0,0,0,99.09,12,D,Rural,20100,1
100357,0.394,23365,245090,0,0,0,99.43,8,A,Urban,26400,1
6771,0,16436,142570,0,0,0,99.64,11,A,Urban,5400,1
37093,0.077,16440,360080,0,0,0,99.09,14,D,Urban,20100,1
58532,0.994,19359,36030,0,0,0,95.62,17,A,Urban,5700,1
1311,1,11326,147060,0,0,0,98.81,5,A,Urban,1200,1
40451,0.611,28849,82530,0,0,0,98.93,17,B,Rural,3300,1
12079,0.509,14250,116420,0,0,0,99.29,9,B,Urban,9600,1
88772,0.197,8405,52470,0,0,0,99.89,4,A,Rural,1200,1
80943,1,17527,45580,1,0,0,99.31,3,A,Rural,3300,1
52864,0.919,12790,168810,1,0,0,99.35,14,A,Rural,9600,1
17787,0.924,14242,164170,4,0,0,99.02,10,D,Urban,9600,0
39663,0.17,12416,367410,1,0,0,99.69,13,E,Urban,22200,1
21483,0.985,20811,105070,0,0,1,99.86,6,A,Rural,5400,1
87188,0.01,25191,213670,0,0,0,99.22,14,B,Urban,13800,1
93803,0.017,19354,186050,0,0,0,99.89,5,A,Urban,13800,1
83175,0.249,17891,330130,0,0,0,98.92,21,B,Urban,18000,1
81391,0.051,14615,204150,0,0,0,99.18,17,B,Urban,5400,1
81121,0.022,22279,90780,0,0,0,98.98,4,A,Urban,5400,1
56720,0.125,19718,90070,0,0,0,99.71,7,A,Urban,5700,1
90497,0.021,15704,255070,1,0,0,98.67,20,C,Urban,20100,1
43307,0.76,16434,282110,0,0,0,98.98,21,D,Urban,13800,0
58997,0.225,16435,240030,0,0,0,99.63,17,A,Urban,11700,1
99545,0.429,21548,477910,0,0,0,99.02,19,B,Rural,1200,1
77363,0.038,18995,540070,0,0,0,99.11,10,D,Urban,34800,1
72024,0.068,19360,75120,0,0,0,98.98,8,A,Urban,5400,1
88146,0.488,17535,138150,0,0,0,99.5,11,B,Urban,1200,1
98165,0.029,20452,316480,0,0,0,99.31,21,C,Urban,13800,1
65315,0.67,11321,279090,1,0,0,99.6,9,A,Rural,32700,1
56801,0,20085,44130,0,0,0,,8,D,Urban,3300,1
53583,0.007,25559,482620,0,0,0,98.3,16,A,Rural,43200,1
21502,0.035,21546,498040,0,0,0,,26,A,Urban,5400,1
53931,0.114,11321,195070,0,0,0,99.84,7,B,Urban,9600,1
105434,0.352,23010,462070,0,0,0,99.45,15,B,Urban,36900,1
33234,0,18256,82600,0,0,0,98.65,8,A,Urban,5400,1
50802,0.191,15336,162120,0,0,0,99.09,14,A,Urban,5700,1
83002,0.157,16804,360130,0,0,0,98.93,15,D,Rural,15900,1
85236,1,12784,487610,0,0,0,99.32,10,A,Urban,24300,1
109108,0.018,14244,165100,0,0,0,99.23,14,C,Urban,13800,1
35800,0.054,19357,210100,0,0,0,99.89,8,A,Rural,18000,1
49310,0.327,16065,180120,0,0,0,99.66,6,A,Rural,9600,1
48097,0.646,16796,192090,0,0,0,99.38,10,D,Urban,9600,1
56140,0.071,11692,120050,0,0,0,98.36,9,A,Rural,5400,1
112863,0.083,27381,56930,0,0,0,99.55,5,A,Urban,3300,1
46399,0.033,14613,225060,1,0,0,99.29,8,A,Urban,15900,0
55001,0.107,19359,78120,0,0,0,97.65,12,A,Urban,5400,1
27106,0.582,18624,600080,0,0,0,99.14,24,D,Rural,60000,1
105127,0.025,25923,171050,0,0,0,98.98,9,A,Urban,7500,1
59334,0.137,26291,261150,0,0,0,99.29,7,A,Rural,11700,1
64305,0.069,21542,420080,0,0,0,99.89,7,A,Rural,5400,1
69,0.017,20082,300080,0,0,0,99.44,8,A,Rural,18000,1
37960,0.093,23734,255030,0,0,0,98.68,22,A,Rural,22200,1
102831,0.735,18623,114080,0,0,0,99.41,8,D,Rural,7500,0
63835,0.703,12054,84100,1,0,0,98.38,14,A,Urban,7500,1
54689,0.429,22643,80270,0,0,0,99.17,14,A,Urban,5400,1
17812,0.991,10964,153110,0,0,0,99.69,8,A,Urban,11700,1
101406,0.172,10957,112650,0,0,0,99.72,7,A,Rural,5400,1
106015,0.005,21184,315040,1,0,0,98.93,22,A,Urban,22200,1
90542,0.363,17530,240140,0,0,0,98.52,22,B,Rural,5400,1
25795,0.012,27381,247980,0,0,0,99.89,7,A,Urban,13800,1
87797,0.008,19350,144140,0,0,0,98.65,22,A,Urban,11700,1
67229,0.035,23375,261290,0,0,0,99.88,6,A,Rural,9600,1
33894,0.318,18985,441040,0,0,0,98.68,20,C,Urban,30600,1
19769,0.764,12058,292570,0,0,0,98.72,22,A,Urban,15900,1
68379,0.318,25559,237530,0,0,0,99.13,23,B,Urban,22200,1
63688,0.585,8765,44440,0,0,0,99.6,5,A,Urban,3300,1
5371,0.065,28481,225080,0,0,0,99.34,9,A,Urban,22200,1
67736,0.002,21905,480080,0,0,0,99.49,16,A,Urban,11700,1
3456,0.885,8038,27950,0,0,0,99.84,3,A,Urban,1200,1
91802,0.319,16805,196250,2,0,0,98.99,28,A,Urban,20100,1
66015,0.485,13880,255120,0,0,0,98.34,14,A,Urban,11700,1
143,0.087,14246,273070,0,0,0,99.17,11,D,Urban,20100,1
87333,0.373,20811,206560,0,0,0,99.31,13,A,Urban,11700,1
27136,0.057,25190,152040,0,0,0,99.29,8,B,Urban,5400,1
108730,0.076,24467,159390,0,0,0,99.1,8,A,Urban,1200,1
50522,0.97,14605,115030,0,0,0,97.79,8,C,Urban,7500,1
106955,0.093,14973,160140,0,0,0,99.38,9,D,Urban,7500,1
37241,1,25564,54030,0,0,0,99.86,5,A,Rural,3300,1
104799,0.995,17900,118800,0,0,0,97.64,9,C,Urban,5400,1
31538,0,20447,105090,1,1,0,99.89,8,A,Urban,7500,1
16659,0.44,21545,61490,0,0,0,98.16,12,A,Urban,3300,1
36762,0.466,11685,115650,0,0,0,99.19,7,C,Urban,1200,1
46309,0.974,29572,96130,0,0,0,98.28,9,B,Rural,5400,1
59239,0.568,9495,53140,0,0,1,99.59,6,A,Rural,5400,1
82035,0.217,17899,150050,0,0,0,99.64,4,B,Urban,7500,1
67484,0.184,10965,175020,1,0,0,99.55,9,A,Rural,1200,1
59510,0.941,17898,300050,1,0,0,98.57,42,A,Rural,11700,1
76000,0.517,19355,182480,0,0,2,98.29,18,A,Rural,7500,1
48244,0,10595,150060,0,0,0,99.6,5,C,Rural,3300,1
37079,0.463,16065,625090,0,0,0,99.25,10,C,Rural,26400,1
54318,0.777,12053,147050,0,0,0,98.55,13,A,Urban,9600,1
53890,0.058,33224,252050,1,0,0,99.43,11,B,Urban,11700,1
67187,0.043,22277,270080,0,0,0,99.45,14,C,Rural,32700,1
67474,0.037,13878,98810,0,0,0,99.89,4,A,Urban,7500,1
60513,0.008,18628,92370,0,0,0,99.89,6,B,Urban,7500,1
8788,0.028,17533,108070,0,0,0,98.86,11,A,Urban,5400,1
30835,0.09,11323,150140,0,0,0,98.38,9,C,Urban,9600,1
72761,0.885,17900,184560,3,4,1,99.16,13,D,Rural,20100,0
51194,0.441,16438,294050,1,0,0,99.27,13,A,Rural,13800,1
61288,0.004,26289,162580,0,0,0,99.33,11,A,Urban,9600,1
36717,0.074,19351,462660,0,0,0,99.57,10,A,Urban,22200,1
5927,0.862,17531,255040,0,0,0,98.65,20,A,Urban,18000,1
99689,0.823,10960,97600,0,0,0,98.89,11,A,Rural,3300,1
80235,0.529,20451,131470,0,0,0,98.99,12,A,Urban,5400,1
68334,1,20446,93140,0,2,0,98.66,7,A,Rural,5400,1
14635,0.008,21180,110630,0,0,0,,5,C,Rural,5400,1
55672,0.245,20811,256230,0,0,0,98.69,12,A,Urban,11700,1
52469,0.122,12056,145050,0,0,0,99.76,5,B,Urban,5400,1
37652,0.036,22270,126040,0,1,0,99.69,5,A,Rural,7500,1
113555,0.037,29573,195110,0,0,0,99.88,4,A,Rural,7500,1
45270,0.972,14613,108630,0,0,0,98.91,7,D,Rural,5700,1
43135,0.138,14244,162510,0,0,0,99.28,11,B,Urban,9600,1
100193,0.792,23374,320080,0,0,0,98.95,25,A,Urban,30600,1
38110,0.02,26295,93890,0,0,0,99.66,11,A,Rural,3300,1
76349,0.557,22271,200910,0,0,0,98.78,14,A,Rural,9600,1
41778,0.163,16436,462580,4,0,0,99.79,7,A,Urban,32700,1
27787,0.225,18987,62590,0,0,0,96.51,28,A,Rural,5700,1
100020,0.023,17899,579030,0,0,0,99.71,5,C,Urban,28500,1
85278,0.122,21547,136310,0,0,0,99.56,7,A,Rural,1200,1
47290,0.009,20086,600100,0,0,0,99.41,12,A,Urban,60000,1
74461,0.019,24102,155370,0,0,0,98.9,15,A,Urban,1200,1
48554,0.077,26657,43550,0,0,0,99.72,13,A,Urban,3300,1
38416,0.5,12052,120100,0,0,0,99.64,6,A,Urban,5400,1
91339,0.027,29574,235940,0,0,0,99.89,8,A,Urban,3300,1
49261,0.965,12425,104250,1,0,0,99.51,5,A,Urban,7500,1
104627,0.283,25557,90070,1,0,0,99.14,10,A,Rural,7500,1
78572,0,9139,93040,1,0,0,99.64,4,A,Rural,3300,1
70379,0.32,24826,140040,0,1,0,99.15,14,B,Rural,5400,1
46327,0.184,21546,258380,0,0,0,99.76,13,B,Urban,18000,1
33907,0.84,14607,176100,0,0,0,99.53,11,B,Rural,13800,1
63235,0.984,14606,99040,2,0,0,99.61,4,A,Rural,5400,1
36567,0.063,18993,380090,0,0,0,99.62,10,C,Urban,28500,1
78043,0.025,32133,180150,0,0,0,99.89,4,A,Rural,13800,1
98609,0.313,16799,96090,0,0,0,99.53,13,B,Urban,3300,1
55935,0.123,16431,121770,0,0,0,98.01,26,B,Urban,9600,1
24400,0.999,14615,128780,1,1,1,99.54,10,B,Urban,9600,0
89184,0.417,15340,181610,0,0,0,98.82,13,B,Urban,15900,1
76469,0.038,22276,105100,0,0,0,,3,A,Urban,5400,1
54211,0.034,24100,306040,0,0,0,99.49,28,B,Rural,9600,1
111770,0,15706,90080,0,0,0,99.74,7,A,Urban,5700,1
38742,0.118,26291,130760,0,0,0,98.42,20,B,Rural,1200,1
90061,0.006,14613,177610,0,0,0,98.9,12,A,Rural,7500,1
53681,0.196,26285,5547190,0,0,0,,5,A,Urban,60000,1
62003,0,12421,163830,0,0,0,99.37,7,A,Urban,9600,1
12711,0.047,20088,510060,0,0,0,99.35,9,A,Urban,22200,1
18857,0.009,26651,150110,0,0,0,98.67,11,A,Rural,3300,1
62541,1,16071,231580,0,0,0,99.49,6,B,Rural,1200,1
67448,0.607,17535,154560,0,0,0,98.6,19,B,Urban,11700,1
56437,0.015,21544,312090,0,0,0,99.41,8,B,Urban,13800,1
24991,0.059,21176,300150,0,0,0,99.29,12,B,Urban,15900,1
106280,0.144,14973,292220,0,0,0,99.5,7,A,Urban,18000,1
25569,0.058,18995,525050,0,0,0,99.01,23,C,Rural,51600,1
55049,0.057,15344,495080,0,0,0,99.31,17,C,Urban,26400,1
95277,0.195,23738,60130,0,0,0,97.78,10,A,Rural,3300,1
65846,0.093,25199,250090,0,0,0,99.45,13,B,Rural,24300,1
40929,0.148,13150,243130,0,0,0,99.31,9,C,Urban,13800,1
86556,0.049,16067,230020,0,0,0,99.6,12,A,Rural,9600,1
23537,0.076,23730,180090,0,0,0,98.89,15,A,Rural,7500,1
66041,0.066,18621,279360,0,0,0,99.89,8,B,Urban,15900,1
86154,0.396,16804,118640,0,0,0,98.73,11,B,Urban,7500,1
47481,0.418,16068,166470,0,0,0,98.52,14,A,Urban,9600,1
77250,0.003,9134,105710,1,0,0,99.71,8,A,Urban,5400,1
54726,0.404,14610,135140,0,0,0,98.09,17,C,Rural,7500,1
50044,0.322,14613,81570,0,0,0,95.88,14,B,Urban,9600,1
53906,0.421,18626,197880,1,1,0,98.41,22,A,Urban,11700,1
84109,0.089,20816,223200,0,0,0,99.46,10,A,Urban,5400,1
15332,0,20815,315050,0,0,1,99.24,15,C,Urban,3300,1
89841,0.254,13153,133680,0,0,0,98.95,7,C,Urban,5400,1
82671,0.84,9131,192080,2,0,0,99.69,5,A,Rural,15900,1
47014,0.122,13511,198070,0,0,0,99.68,4,C,Urban,11700,1
50619,1,13513,210070,0,0,0,,2,A,Rural,5400,1
1098,0.05,24460,109110,0,0,0,99.2,10,A,Urban,11700,1
80564,0.035,17896,385050,0,0,0,99.62,10,A,Urban,32700,1
93351,0.337,13880,210130,0,0,0,99.12,11,A,Rural,7500,1
3327,0.118,28113,124260,0,0,0,99.61,7,A,Rural,3300,1
17418,0.023,23368,495030,0,0,0,99.31,30,B,Urban,28500,1
56939,0.413,20087,459030,0,0,0,98.82,14,B,Urban,28500,1
56304,0.411,19725,160050,0,0,0,98.63,15,B,Urban,1200,1
14942,0.033,22635,282050,0,0,0,99.27,18,B,Rural,20100,1
11028,0.133,24830,165090,0,0,0,99.12,8,A,Rural,1200,1
14733,0,14605,150090,0,0,0,98.27,8,B,Urban,7500,1
107976,0.156,29576,185810,0,0,0,99.35,14,A,Rural,1200,1
56046,0.069,23732,305790,0,0,0,99.22,20,A,Rural,1200,1
26168,0.01,23004,474040,0,0,1,99.38,13,B,Urban,28500,1
87745,1,23006,250140,0,0,0,,5,B,Urban,11700,1
38968,0.414,22639,177080,1,0,0,98.83,11,B,Urban,18000,1
15497,0.103,21915,120030,0,0,0,98.69,15,C,Urban,7500,1
62650,0.053,22635,187600,0,0,0,98.1,10,B,Urban,11700,1
82683,0.161,21183,201140,0,0,0,99.7,5,A,Urban,13800,1
39785,0.22,14615,93060,0,0,0,98.49,10,A,Rural,5400,1
14818,0.01,30668,150060,0,0,0,99.63,17,A,Rural,1200,1
91141,0.045,20450,306280,0,0,0,99.49,9,C,Urban,15900,1
77806,0.117,14242,144150,0,0,1,99.62,13,C,Urban,20100,1
1901,0.247,20819,267590,0,0,0,99.1,11,C,Urban,7500,1
3610,0.276,20819,125110,0,0,0,99.44,14,B,Rural,9600,1
62114,0.276,12059,253320,0,0,0,98.9,16,A,Rural,11700,1
2731,0.363,18261,100040,0,0,0,96.28,22,C,Urban,5700,1
24434,0.058,20810,212620,0,0,0,99.55,12,C,Urban,9600,1
58516,0.004,23367,411470,0,0,0,,12,A,Urban,7500,1
97510,0.764,21550,329110,3,0,0,98.56,16,A,Urban,15900,1
99223,0.02,22273,5001070,0,0,0,,8,B,Urban,60000,1
85439,0.324,20084,257520,0,0,0,98.96,14,C,Urban,9600,1
48166,1,30666,95350,0,0,0,,3,A,Urban,5700,1
63903,0.788,27753,442040,0,0,0,98.26,22,B,Urban,34800,1
104962,0.036,17896,132540,0,0,0,99.23,8,A,Urban,5400,1
49791,0.569,18264,177120,0,0,0,99.16,10,D,Rural,7500,1
34106,0.225,10595,84400,0,0,0,99.31,6,A,Rural,5400,1
89934,0,23365,202340,0,0,0,98.91,12,A,Urban,1200,1
94967,0.182,23371,120080,0,0,0,98.21,15,A,Urban,1200,1
13895,0.323,17893,420050,1,0,0,99.02,14,D,Rural,22200,1
6571,0.118,20817,224690,0,0,0,99.09,23,B,Urban,11700,1
36369,0.242,20813,180810,0,0,1,99.38,20,A,Rural,5400,1
6961,0.531,16066,210110,0,0,0,99.04,12,E,Urban,13800,0
6889,0.421,12059,51030,0,0,0,99.51,6,B,Urban,3300,1
92945,0.061,22276,600080,0,0,0,99.88,10,A,Urban,3300,1
49290,0.503,22637,302620,0,0,0,99.14,19,A,Rural,18000,1
87166,0.196,21915,66080,0,0,0,97.99,8,A,Urban,5700,1
69685,0.053,21907,109960,1,0,0,97.97,27,B,Urban,7500,1
100920,0.763,23006,175070,0,0,0,98.83,12,B,Urban,3300,1
64365,0.059,25191,160730,0,0,0,98.92,11,A,Rural,5400,1
93725,0,20082,130060,0,0,0,,5,A,Urban,1200,1
80626,0.015,19717,122530,1,0,0,99.46,14,A,Rural,1200,1
41175,0.073,9499,72360,0,0,0,99.89,5,A,Urban,1200,1
110154,0.701,12415,111130,1,3,0,99.76,5,D,Urban,9600,0
18499,0.043,22640,82890,0,0,0,99.03,16,A,Rural,9600,1
33820,0.047,21543,75060,0,0,0,97.18,18,A,Urban,5700,1
27903,0.043,24835,96090,0,0,1,99.72,4,A,Urban,3300,1
72954,0.004,8401,45130,0,0,0,99.85,4,A,Urban,3300,1
38064,0.015,27020,346300,0,0,0,99.49,9,A,Urban,20100,1
20000,0.37,10227,250030,0,0,0,98.53,14,A,Urban,15900,1
15823,0.036,20088,249130,1,0,0,99.16,9,B,Rural,7500,1
57030,0.093,19720,223770,0,0,0,99.7,16,B,Urban,18000,1
84503,0.28,12789,105140,0,0,0,99.14,10,B,Rural,5400,1
107660,0.182,10593,270140,0,0,0,99.26,5,A,Rural,13800,1
75888,0.018,9504,124390,0,0,0,99.69,7,A,Rural,5400,1
68378,0.04,23375,421290,0,0,0,99.86,12,A,Urban,24300,1
51892,0.039,22642,320160,0,0,0,99.42,8,C,Urban,15900,1
43712,0.007,26286,150070,0,0,0,,5,A,Rural,3300,1
98882,0.11,15709,302620,0,0,0,99.02,15,B,Urban,15900,1
81541,0,17160,107910,0,0,0,98.86,8,C,Urban,5400,1
40487,0.071,15700,76210,0,0,0,98.93,10,D,Urban,5400,1
32413,0.053,14978,375130,0,0,0,98.86,9,C,Urban,26400,1
111767,0.52,11693,96040,0,0,0,99.21,6,A,Urban,7500,1
81140,0.142,24464,210140,0,0,0,99.31,7,A,Urban,9600,1
41198,0.275,20811,140350,0,0,0,98.6,17,C,Rural,7500,1
101633,0.193,18627,412870,2,0,0,99.57,10,C,Rural,30600,1
79886,0.692,21909,66880,0,0,0,98.91,10,A,Urban,3300,0
12812,0.024,24095,60150,0,0,0,99.23,5,A,Urban,3300,1
80241,0,25929,58410,0,0,0,,5,A,Rural,1200,1
60481,1,32499,186800,0,0,0,99.73,4,A,Urban,7500,1
80778,0.1,13883,137620,0,0,0,98.18,10,B,Rural,11700,1
78331,0.169,18256,500190,0,0,0,99.3,16,C,Rural,26400,1
106326,0.023,19717,90060,0,0,0,99.5,11,A,Rural,3300,1
35964,0.83,14978,66130,0,2,0,99.28,10,A,Urban,3300,0
56202,0.749,11685,187570,0,0,0,98.54,24,B,Urban,9600,1
81951,0,13153,190570,0,0,0,98.91,11,A,Rural,9600,1
55957,0.661,11694,126070,0,0,0,98.93,15,B,Urban,7500,1
24404,0.042,25927,300110,0,0,0,99.49,10,B,Rural,24300,1
87057,0,24831,135080,0,0,0,99.88,3,C,Urban,9600,1
50626,1,26287,67420,1,1,0,98.91,11,A,Rural,3300,1
69573,0.017,23366,335760,0,0,0,99.19,10,A,Rural,11700,1
79957,0.043,10595,165090,0,0,0,99.86,12,A,Rural,15900,1
113833,0.204,17534,398760,0,0,0,98.98,12,D,Urban,32700,1
109284,0.932,14242,325450,0,0,0,98.82,11,B,Urban,15900,1
39199,1,14972,53810,0,0,0,99.48,4,B,Urban,3300,1
41881,0.07,14970,300050,0,0,0,99.09,9,B,Urban,13800,1
11012,0.103,18255,129060,0,0,0,99.08,9,C,Urban,5400,1
91144,0.003,22276,66130,0,0,0,99.32,10,B,Urban,3300,1
92584,0.12,17894,190130,0,0,0,98.57,9,C,Urban,11700,1
49797,0.06,21913,495680,1,0,0,99.15,10,A,Urban,20100,1
70812,0.149,17894,234050,0,0,0,99.01,13,B,Rural,20100,1
5251,0.106,10593,183120,0,0,0,98.3,10,A,Urban,11700,1
78829,0.12,12060,230820,0,0,0,99.13,14,D,Rural,13800,1
83009,0.944,11320,69640,0,0,0,98.9,8,B,Urban,3300,1
103170,0.003,16796,96090,0,0,0,,8,A,Urban,5400,1
69510,0.022,25560,265740,0,0,0,99.57,10,A,Urban,20100,1
54170,0.269,10230,255140,0,0,0,99.78,8,A,Rural,11700,1
33186,0.236,22644,195140,0,0,0,98.88,16,A,Rural,7500,1
68686,0.002,21548,288140,0,0,0,99.79,10,B,Rural,13800,0
20528,0.659,17895,104370,0,0,0,99.49,8,B,Rural,7500,1
94394,0.002,20812,336090,0,0,0,99.63,8,D,Urban,26400,1
58355,0,20085,180030,1,0,1,99.36,8,B,Rural,5400,1
96559,0.036,27019,306130,0,0,0,99.68,6,A,Urban,13800,1
107017,0.989,16434,142600,0,0,0,98.68,12,D,Rural,11700,0
89373,0.321,17526,165030,0,1,0,99.43,7,C,Rural,3300,0
26655,0.789,17899,109770,3,1,0,99.52,6,A,Rural,1200,0
106554,0.024,9500,188850,0,0,0,99.64,9,A,Urban,7500,1
1614,0,10955,108220,0,0,0,99.72,7,A,Urban,5400,1
103843,0.478,14611,260110,0,0,0,99.15,13,C,Rural,24300,1
89414,1,13884,90050,0,0,0,99.08,5,A,Urban,5400,1
85984,1,21176,85120,0,0,0,98.74,8,A,Urban,5400,1
81288,0.006,21541,566550,0,0,0,99.56,11,B,Rural,20100,1
30751,0.009,20448,127040,0,0,0,99.75,8,A,Rural,9600,1
6247,0.056,23371,144390,0,0,1,99.05,12,A,Rural,3300,1
23763,0.003,17534,150140,0,0,0,99.02,8,D,Urban,3300,1
73001,0.487,11688,139690,0,0,0,98.58,11,D,Urban,13800,1
89281,0,20081,177860,0,0,0,98.17,8,A,Urban,9600,1
12154,0.848,23374,270110,0,0,0,97.89,12,A,Urban,20100,1
76980,0.034,28110,129160,0,0,0,98.94,8,A,Rural,7500,1
100326,0.82,8410,93120,0,0,0,99.64,7,A,Rural,9600,1
7135,0.748,8404,48050,2,1,0,99.46,4,A,Rural,1200,1
58147,0.151,24105,330130,2,0,0,99.52,18,A,Urban,20100,1
80482,0,17525,232570,0,0,0,99.28,11,A,Urban,13800,1
20608,0.28,24460,750140,0,0,0,99.03,21,B,Rural,60000,1
31422,0.06,25191,125100,0,0,0,99.87,5,A,Rural,3300,1
22836,0.96,19721,187270,0,0,0,99.36,9,D,Urban,3300,1
7165,0.082,20816,191070,0,0,0,99.21,13,C,Rural,7500,1
40384,0.807,10590,43170,0,0,0,97.99,9,A,Urban,3300,1
16191,0.096,23010,146830,0,0,0,99.17,6,A,Urban,11700,1
1950,0.116,18993,192510,0,0,0,99.27,18,A,Rural,5400,1
5190,0.127,14249,188580,0,0,0,99.02,10,D,Rural,13800,1
32094,0.014,21176,250110,0,0,0,99.89,18,A,Urban,18000,1
50421,0.52,19359,261640,0,0,0,99.05,18,A,Urban,18000,1
871,0.354,24461,60110,0,0,0,99.37,7,A,Rural,1200,1
22231,0.074,20453,245100,0,0,0,99.37,12,C,Rural,9600,1
59636,0.399,31762,67290,1,0,0,98.31,12,A,Urban,5700,1
5611,0.206,24833,389100,0,0,0,98.74,14,C,Urban,20100,1
40047,0,11327,105150,0,0,0,99.69,6,A,Urban,7500,1
77801,1,14248,249610,0,1,0,99.82,3,C,Urban,26400,1
63407,0,17526,150130,0,0,0,,6,A,Urban,13800,1
105289,0.032,18629,183100,0,0,0,99.24,9,A,Urban,3300,1
58823,0.127,18989,300080,1,0,0,98.99,8,C,Rural,13800,1
52382,0.274,17900,162580,0,0,0,99.24,11,B,Urban,7500,1
23959,0,26651,500040,1,0,0,99.85,11,A,Urban,5400,1
97197,0.001,22642,97550,0,0,0,99.16,11,A,Urban,7500,1
23312,0.126,23737,120060,0,0,0,98.91,9,B,Rural,9600,1
85013,0,31766,275860,0,0,0,,9,A,Urban,15900,1
61388,0.708,19355,30090,0,0,0,,16,B,Rural,5700,0
66649,0.327,21185,285170,0,0,0,99.29,10,A,Urban,36900,1
26498,0.803,16436,87050,0,0,0,95.13,18,A,Rural,3300,1
86602,0.033,19721,237590,0,0,0,99.55,14,C,Urban,7500,1
55276,1,19716,501640,1,0,1,99.47,7,D,Urban,34800,1
109436,0.006,20455,170130,0,0,0,99.01,12,A,Urban,11700,1
48537,0.261,16437,203870,0,0,0,99.28,10,B,Urban,20100,1
1820,0.175,21914,378050,0,0,0,98.79,10,A,Rural,3300,1
65002,0.05,20820,159050,0,0,0,99.62,13,A,Urban,3300,1
56110,0.704,15704,262010,0,0,0,98.88,8,D,Rural,26400,1
45839,1,14972,135070,0,0,0,99.73,6,A,Rural,5400,0
81915,0.121,21180,112640,1,0,0,98.46,29,A,Urban,9600,1
62297,0.228,10962,66650,0,0,0,99.09,10,A,Urban,5400,1
34050,0.69,23736,75040,0,0,0,96.31,9,A,Urban,5400,1
46428,0.571,22275,258290,0,0,0,98.77,33,B,Rural,3300,1
112251,0.026,13510,239590,0,0,0,99.39,20,E,Urban,3300,1
15282,0.063,21178,360060,0,0,0,99.17,19,D,Urban,20100,1
30740,0.052,21910,148370,0,0,0,98.54,7,B,Urban,7500,1
84149,0.063,21183,38360,0,0,0,96.86,18,B,Urban,3300,1
5522,0.177,16066,54800,0,0,0,99.3,9,B,Urban,1200,1
35741,0.182,17895,262600,0,0,0,99.38,10,B,Urban,15900,1
86339,0.028,13145,284760,0,0,0,99.27,12,A,Urban,24300,1
76761,0.023,26652,109670,1,0,0,99.87,10,A,Rural,9600,1
18478,0.01,14605,202620,0,0,0,99.46,6,A,Rural,13800,1
76988,0.665,17893,79850,0,0,1,97.78,13,A,Urban,5700,1
46231,0.203,13878,100080,0,0,0,98.01,9,A,Rural,5400,1
56771,0.076,17899,181820,0,0,0,98.87,9,C,Rural,7500,1
44094,0.174,10960,150070,0,0,0,98.88,8,A,Urban,9600,1
60292,0.406,15708,255110,0,0,0,98.83,11,D,Urban,13800,1
50694,0.485,17898,255110,2,0,0,99.61,6,E,Rural,13800,1
81843,1,29944,75070,1,0,1,96.31,7,A,Urban,7500,1
75569,1,23009,99130,0,0,0,99.49,4,B,Urban,3300,1
79213,0.604,8045,87050,0,0,0,99.52,6,D,Urban,1200,0
16474,0.875,17533,162560,0,0,0,98.44,10,D,Rural,15900,1
22636,0,20455,178890,0,0,0,99.56,13,A,Urban,18000,1
39516,0.067,21540,312510,4,0,2,99.54,22,A,Urban,20100,1
30174,0.093,21914,146390,0,0,0,98.35,19,A,Urban,5700,1
10567,0.032,14977,169280,1,0,0,99.47,10,A,Urban,11700,1
10427,0.069,17899,153120,0,0,0,99.1,10,B,Urban,9600,1
11631,0.144,13514,225060,0,0,0,99.2,8,C,Urban,11700,1
81424,0.485,12782,111030,2,0,0,98.07,16,C,Urban,5400,1
54544,0,11330,134420,0,0,0,99.87,6,C,Rural,11700,1
45699,0.011,25926,84480,0,0,0,99.64,12,A,Rural,1200,1
20219,0.1,13517,88620,0,0,0,98.92,8,A,Rural,3300,1
72964,0.051,16070,58840,0,0,0,97.03,13,A,Urban,5400,1
54449,0.313,19715,210100,0,0,0,99.88,5,A,Urban,11700,1
84465,0.18,12424,167840,0,0,0,98.41,10,A,Urban,9600,1
95898,0.645,19359,360050,0,0,0,98.76,14,C,Urban,26400,1
16840,0.689,17530,66080,0,0,0,99,5,B,Urban,3300,1
61884,0.772,12416,66110,0,0,0,96.95,24,A,Rural,3300,1
50150,0.163,20450,195950,0,0,0,99.87,3,D,Rural,7500,1
104578,0.093,13510,137530,0,0,0,99.89,4,A,Urban,7500,1
32073,0.035,23002,127640,1,0,0,99.14,15,B,Urban,1200,1
